,f1-score,precision,recall,support
banded,0.4473684210526316,0.4722222222222222,0.425,40.0
blotchy,0.06779661016949153,0.10526315789473684,0.05,40.0
braided,0.1388888888888889,0.15625,0.125,40.0
bubbly,0.0655737704918033,0.09523809523809523,0.05,40.0
bumpy,0.056338028169014086,0.06451612903225806,0.05,40.0
chequered,0.3037974683544304,0.3076923076923077,0.3,40.0
cobwebbed,0.2526315789473684,0.21818181818181817,0.3,40.0
cracked,0.1414141414141414,0.11864406779661017,0.175,40.0
crosshatched,0.14705882352941174,0.17857142857142858,0.125,40.0
crystalline,0.11764705882352941,0.14285714285714285,0.1,40.0
dotted,0.13333333333333333,0.14285714285714285,0.125,40.0
fibrous,0.06779661016949151,0.05128205128205128,0.1,40.0
flecked,0.23655913978494625,0.20754716981132076,0.275,40.0
freckled,0.2777777777777778,0.3125,0.25,40.0
frilly,0.2,0.3,0.15,40.0
gauzy,0.45333333333333337,0.4857142857142857,0.425,40.0
grid,0.2142857142857143,0.20454545454545456,0.225,40.0
grooved,0.03333333333333333,0.05,0.025,40.0
honeycombed,0.04761904761904762,0.045454545454545456,0.05,40.0
interlaced,0.10204081632653061,0.08620689655172414,0.125,40.0
knitted,0.0975609756097561,0.09523809523809523,0.1,40.0
lacelike,0.1,0.08333333333333333,0.125,40.0
lined,0.42201834862385323,0.3333333333333333,0.575,40.0
marbled,0.05333333333333333,0.05714285714285714,0.05,40.0
matted,0.1794871794871795,0.18421052631578946,0.175,40.0
meshed,0.028985507246376812,0.034482758620689655,0.025,40.0
paisley,0.1894736842105263,0.16363636363636364,0.225,40.0
perforated,0.24761904761904763,0.2,0.325,40.0
pitted,0.18421052631578944,0.19444444444444445,0.175,40.0
pleated,0.3055555555555556,0.34375,0.275,40.0
polka−dotted,0.22535211267605634,0.25806451612903225,0.2,40.0
porous,0.08333333333333333,0.07142857142857142,0.1,40.0
potholed,0.4242424242424242,0.5384615384615384,0.35,40.0
scaly,0.18666666666666665,0.2,0.175,40.0
smeared,0.05333333333333333,0.05714285714285714,0.05,40.0
spiralled,0.07792207792207792,0.08108108108108109,0.075,40.0
sprinkled,0.19780219780219782,0.17647058823529413,0.225,40.0
stained,0.12121212121212123,0.15384615384615385,0.1,40.0
stratified,0.2777777777777778,0.3125,0.25,40.0
striped,0.3529411764705882,0.42857142857142855,0.3,40.0
studded,0.5217391304347826,0.46153846153846156,0.6,40.0
swirly,0.075,0.075,0.075,40.0
veined,0.1518987341772152,0.15384615384615385,0.15,40.0
waffled,0.325,0.325,0.325,40.0
woven,0.14814814814814814,0.14634146341463414,0.15,40.0
wrinkled,0.12048192771084337,0.11627906976744186,0.125,40.0
zigzagged,0.15,0.15,0.15,40.0
micro avg,0.18936170212765957,0.18936170212765957,0.18936170212765957,1880.0
macro avg,0.1873550896960256,0.19448271300490846,0.18936170212765957,1880.0
weighted avg,0.1873550896960256,0.1944827130049085,0.18936170212765957,1880.0
