,f1-score,precision,recall,support
aluminum_foil,0.00449438202247191,0.008264462809917356,0.0030864197530864196,324.0
brown_bread,0.857142857142857,0.7846153846153846,0.9444444444444444,324.0
corduroy,0.7504424778761062,0.8796680497925311,0.654320987654321,324.0
cork,0.6724324324324324,0.5174708818635607,0.9598765432098766,324.0
cotton,0.006079027355623099,0.2,0.0030864197530864196,324.0
cracker,0.5333333333333333,0.4128595600676819,0.7530864197530864,324.0
lettuce leaf,0.2707423580786026,0.256198347107438,0.28703703703703703,324.0
linen,0.22033898305084743,0.24436090225563908,0.2006172839506173,324.0
white_bread,0.4057377049180328,0.6036585365853658,0.3055555555555556,324.0
wood,0.058419243986254296,0.06589147286821706,0.05246913580246913,324.0
wool,0.33783783783783783,0.26595744680851063,0.46296296296296297,324.0
micro avg,0.42059483726150393,0.42059483726150393,0.42059483726150393,3564.0
macro avg,0.37427278527585445,0.38535864043402235,0.420594837261504,3564.0
weighted avg,0.3742727852758545,0.3853586404340224,0.42059483726150393,3564.0
