,f1-score,precision,recall,support
aluminum_foil,0.004555808656036446,0.008695652173913044,0.0030864197530864196,324.0
brown_bread,0.8289473684210527,0.7224770642201835,0.9722222222222222,324.0
corduroy,0.217983651226158,0.9302325581395349,0.12345679012345678,324.0
cork,0.5907407407407407,0.421957671957672,0.9845679012345679,324.0
cotton,0.011904761904761904,0.16666666666666666,0.006172839506172839,324.0
cracker,0.4006878761822872,0.27771156138259834,0.7191358024691358,324.0
lettuce leaf,0.028081123244929795,0.028391167192429023,0.027777777777777776,324.0
linen,0.005376344086021505,0.020833333333333332,0.0030864197530864196,324.0
white_bread,0.32170542635658916,0.4322916666666667,0.25617283950617287,324.0
wood,0.030303030303030304,0.02736318407960199,0.033950617283950615,324.0
wool,0.22252747252747254,0.2004950495049505,0.25,324.0
accuracy,0.30723905723905726,0.30723905723905726,0.30723905723905726,0.30723905723905726
macro avg,0.24207396396809822,0.2942832341197772,0.30723905723905726,3564.0
weighted avg,0.24207396396809822,0.29428323411977725,0.30723905723905726,3564.0
