,f1-score,precision,recall,support
banded,0.410958904109589,0.45454545454545453,0.375,40.0
blotchy,0.0,0.0,0.0,40.0
braided,0.09302325581395349,0.08695652173913043,0.1,40.0
bubbly,0.12820512820512822,0.13157894736842105,0.125,40.0
bumpy,0.03389830508474576,0.05263157894736842,0.025,40.0
chequered,0.3695652173913044,0.3269230769230769,0.425,40.0
cobwebbed,0.1875,0.16071428571428573,0.225,40.0
cracked,0.14736842105263157,0.12727272727272726,0.175,40.0
crosshatched,0.09677419354838708,0.13636363636363635,0.075,40.0
crystalline,0.18604651162790697,0.17391304347826086,0.2,40.0
dotted,0.25,0.25,0.25,40.0
fibrous,0.21999999999999997,0.18333333333333332,0.275,40.0
flecked,0.12345679012345678,0.12195121951219512,0.125,40.0
freckled,0.4307692307692308,0.56,0.35,40.0
frilly,0.24242424242424246,0.3076923076923077,0.2,40.0
gauzy,0.3170731707317073,0.30952380952380953,0.325,40.0
grid,0.14925373134328357,0.18518518518518517,0.125,40.0
grooved,0.1894736842105263,0.16363636363636364,0.225,40.0
honeycombed,0.026666666666666665,0.02857142857142857,0.025,40.0
interlaced,0.10309278350515463,0.08771929824561403,0.125,40.0
knitted,0.1038961038961039,0.10810810810810811,0.1,40.0
lacelike,0.20289855072463767,0.14285714285714285,0.35,40.0
lined,0.3373493975903615,0.32558139534883723,0.35,40.0
marbled,0.126984126984127,0.17391304347826086,0.1,40.0
matted,0.10666666666666666,0.11428571428571428,0.1,40.0
meshed,0.125,0.10714285714285714,0.15,40.0
paisley,0.12658227848101264,0.1282051282051282,0.125,40.0
perforated,0.2298850574712644,0.2127659574468085,0.25,40.0
pitted,0.10344827586206896,0.16666666666666666,0.075,40.0
pleated,0.12903225806451613,0.18181818181818182,0.1,40.0
polka−dotted,0.0923076923076923,0.12,0.075,40.0
porous,0.04938271604938272,0.04878048780487805,0.05,40.0
potholed,0.35955056179775274,0.32653061224489793,0.4,40.0
scaly,0.14925373134328357,0.18518518518518517,0.125,40.0
smeared,0.06779661016949153,0.10526315789473684,0.05,40.0
spiralled,0.15,0.15,0.15,40.0
sprinkled,0.16901408450704225,0.1935483870967742,0.15,40.0
stained,0.052631578947368425,0.05555555555555555,0.05,40.0
stratified,0.276595744680851,0.24074074074074073,0.325,40.0
striped,0.4657534246575342,0.5151515151515151,0.425,40.0
studded,0.40404040404040403,0.3389830508474576,0.5,40.0
swirly,0.025974025974025976,0.02702702702702703,0.025,40.0
veined,0.2588235294117647,0.24444444444444444,0.275,40.0
waffled,0.3870967741935484,0.33962264150943394,0.45,40.0
woven,0.15909090909090912,0.14583333333333334,0.175,40.0
wrinkled,0.08571428571428572,0.1,0.075,40.0
zigzagged,0.32,0.34285714285714286,0.3,40.0
micro avg,0.1925531914893617,0.1925531914893617,0.1925531914893617,1880.0
macro avg,0.18660253245178743,0.19126339776815807,0.19255319148936173,1880.0
weighted avg,0.18660253245178748,0.191263397768158,0.1925531914893617,1880.0
