,f1-score,precision,recall,support
aluminum_foil,0.3404907975460123,0.3384146341463415,0.3425925925925926,324.0
brown_bread,0.845953002610966,0.7330316742081447,1.0,324.0
corduroy,0.773286467486819,0.8979591836734694,0.6790123456790124,324.0
cork,0.7703523693803159,0.6352705410821643,0.9783950617283951,324.0
cotton,0.0,0.0,0.0,324.0
cracker,0.643510054844607,0.7892376681614349,0.5432098765432098,324.0
lettuce leaf,0.5050847457627118,0.5601503759398496,0.45987654320987653,324.0
linen,0.011527377521613834,0.08695652173913043,0.006172839506172839,324.0
white_bread,0.2982791586998088,0.39195979899497485,0.24074074074074073,324.0
wood,0.0365296803652968,0.07017543859649122,0.024691358024691357,324.0
wool,0.41009055627425617,0.25941080196399346,0.9783950617283951,324.0
accuracy,0.4775533108866442,0.4775533108866442,0.4775533108866442,0.4775533108866442
macro avg,0.42137311004476424,0.43296060350054505,0.4775533108866442,3564.0
weighted avg,0.4213731100447643,0.43296060350054494,0.4775533108866442,3564.0
