,f1-score,precision,recall,support
aluminum_foil,0.3379721669980119,0.4748603351955307,0.2623456790123457,324.0
brown_bread,0.7930107526881721,0.7023809523809523,0.9104938271604939,324.0
corduroy,0.39880507841672885,0.2630541871921182,0.8240740740740741,324.0
cork,0.7851458885941645,0.6883720930232559,0.9135802469135802,324.0
cotton,0.0,0.0,0.0,324.0
cracker,0.35336976320582875,0.4311111111111111,0.2993827160493827,324.0
lettuce leaf,0.21345707656612528,0.42990654205607476,0.1419753086419753,324.0
linen,0.13370473537604458,0.6857142857142857,0.07407407407407407,324.0
white_bread,0.0057306590257879654,0.04,0.0030864197530864196,324.0
wood,0.34643734643734636,0.28775510204081634,0.4351851851851852,324.0
wool,0.42340425531914894,0.32305194805194803,0.6141975308641975,324.0
accuracy,0.40712682379349047,0.40712682379349047,0.40712682379349047,0.40712682379349047
macro avg,0.34463979296612357,0.39329150516055394,0.4071268237934904,3564.0
weighted avg,0.34463979296612357,0.3932915051605539,0.40712682379349047,3564.0
