,f1-score,precision,recall,support
aluminum_foil,0.617258883248731,0.4599092284417549,0.9382716049382716,324.0
brown_bread,0.12053571428571426,0.21774193548387097,0.08333333333333333,324.0
corduroy,0.040123456790123455,0.040123456790123455,0.040123456790123455,324.0
cork,0.25125628140703515,0.27472527472527475,0.23148148148148148,324.0
cotton,0.44978783592644983,0.4151436031331593,0.49074074074074076,324.0
cracker,0.34514637904468415,0.3446153846153846,0.345679012345679,324.0
lettuce leaf,0.9051724137931034,0.8467741935483871,0.9722222222222222,324.0
linen,0.051150895140664954,0.14925373134328357,0.030864197530864196,324.0
white_bread,0.7690179806362379,0.6967418546365914,0.8580246913580247,324.0
wood,0.4641744548286604,0.46855345911949686,0.45987654320987653,324.0
wool,0.0,0.0,0.0,324.0
micro avg,0.4046015712682379,0.4046015712682379,0.4046015712682379,3564.0
macro avg,0.3648749359183095,0.35578019289430246,0.4046015712682379,3564.0
weighted avg,0.36487493591830955,0.35578019289430246,0.4046015712682379,3564.0
