,f1-score,precision,recall,support
aluminum_foil,0.01348314606741573,0.024793388429752067,0.009259259259259259,324.0
brown_bread,0.8368794326241135,0.9833333333333333,0.7283950617283951,324.0
corduroy,0.7107913669064748,0.6657681940700808,0.7623456790123457,324.0
cork,0.540447504302926,0.3747016706443914,0.9691358024691358,324.0
cotton,0.01382488479262673,0.02727272727272727,0.009259259259259259,324.0
cracker,0.44049247606019154,0.3955773955773956,0.49691358024691357,324.0
lettuce leaf,0.3248730964467005,0.27586206896551724,0.3950617283950617,324.0
linen,0.053169734151329244,0.07878787878787878,0.040123456790123455,324.0
white_bread,0.09022556390977443,0.24,0.05555555555555555,324.0
wood,0.35609756097560974,0.29435483870967744,0.4506172839506173,324.0
wool,0.04658901830282861,0.05054151624548736,0.043209876543209874,324.0
accuracy,0.3599887766554433,0.3599887766554433,0.3599887766554433,0.3599887766554433
macro avg,0.31153398041272645,0.31009027382147647,0.35998877665544327,3564.0
weighted avg,0.31153398041272645,0.3100902738214764,0.3599887766554433,3564.0
