,f1-score,precision,recall,support
banded,0.2105263157894737,0.18181818181818182,0.25,40.0
blotchy,0.05333333333333333,0.05714285714285714,0.05,40.0
braided,0.052631578947368425,0.05555555555555555,0.05,40.0
bubbly,0.1142857142857143,0.13333333333333333,0.1,40.0
bumpy,0.06666666666666667,0.1,0.05,40.0
chequered,0.2531645569620253,0.2564102564102564,0.25,40.0
cobwebbed,0.06976744186046512,0.06521739130434782,0.075,40.0
cracked,0.11904761904761904,0.11363636363636363,0.125,40.0
crosshatched,0.08450704225352113,0.0967741935483871,0.075,40.0
crystalline,0.15555555555555556,0.14,0.175,40.0
dotted,0.11764705882352941,0.14285714285714285,0.1,40.0
fibrous,0.061855670103092765,0.05263157894736842,0.075,40.0
flecked,0.27906976744186046,0.2608695652173913,0.3,40.0
freckled,0.175,0.175,0.175,40.0
frilly,0.0879120879120879,0.0784313725490196,0.1,40.0
gauzy,0.28571428571428575,0.2549019607843137,0.325,40.0
grid,0.1111111111111111,0.21428571428571427,0.075,40.0
grooved,0.0,0.0,0.0,40.0
honeycombed,0.05063291139240506,0.05128205128205128,0.05,40.0
interlaced,0.16666666666666666,0.1590909090909091,0.175,40.0
knitted,0.0759493670886076,0.07692307692307693,0.075,40.0
lacelike,0.2105263157894737,0.16216216216216217,0.3,40.0
lined,0.2857142857142857,0.2222222222222222,0.4,40.0
marbled,0.03333333333333333,0.05,0.025,40.0
matted,0.09876543209876544,0.0975609756097561,0.1,40.0
meshed,0.058823529411764705,0.04838709677419355,0.075,40.0
paisley,0.17721518987341775,0.1794871794871795,0.175,40.0
perforated,0.044444444444444446,0.04,0.05,40.0
pitted,0.06451612903225806,0.09090909090909091,0.05,40.0
pleated,0.14457831325301204,0.13953488372093023,0.15,40.0
polka−dotted,0.03846153846153846,0.08333333333333333,0.025,40.0
porous,0.11111111111111112,0.08823529411764706,0.15,40.0
potholed,0.28846153846153844,0.234375,0.375,40.0
scaly,0.075,0.075,0.075,40.0
smeared,0.0634920634920635,0.08695652173913043,0.05,40.0
spiralled,0.06451612903225806,0.09090909090909091,0.05,40.0
sprinkled,0.13333333333333333,0.14285714285714285,0.125,40.0
stained,0.07792207792207792,0.08108108108108109,0.075,40.0
stratified,0.13333333333333333,0.14285714285714285,0.125,40.0
striped,0.3142857142857143,0.36666666666666664,0.275,40.0
studded,0.2362204724409449,0.1724137931034483,0.375,40.0
swirly,0.0,0.0,0.0,40.0
veined,0.2318840579710145,0.27586206896551724,0.2,40.0
waffled,0.2857142857142857,0.2222222222222222,0.4,40.0
woven,0.11594202898550725,0.13793103448275862,0.1,40.0
wrinkled,0.0,0.0,0.0,40.0
zigzagged,0.2162162162162162,0.23529411764705882,0.2,40.0
micro avg,0.1398936170212766,0.1398936170212766,0.1398936170212766,1880.0
macro avg,0.12967777924823576,0.13047701330966055,0.1398936170212766,1880.0
weighted avg,0.12967777924823576,0.13047701330966055,0.1398936170212766,1880.0
