,f1-score,precision,recall,support
aluminum_foil,0.5947786606129399,0.4703770197486535,0.808641975308642,324.0
brown_bread,0.3961038961038961,0.4178082191780822,0.3765432098765432,324.0
corduroy,0.32289156626506027,0.7362637362637363,0.20679012345679013,324.0
cork,0.3076923076923077,0.23197492163009403,0.4567901234567901,324.0
cotton,0.0471976401179941,0.5333333333333333,0.024691358024691357,324.0
cracker,0.09633911368015413,0.1282051282051282,0.07716049382716049,324.0
lettuce leaf,0.784019975031211,0.6582809224318659,0.9691358024691358,324.0
linen,0.09950248756218905,0.2564102564102564,0.06172839506172839,324.0
white_bread,0.48105726872246707,0.3366214549938348,0.8425925925925926,324.0
wood,0.46564885496183206,0.61,0.3765432098765432,324.0
wool,0.09737827715355804,0.12380952380952381,0.08024691358024691,324.0
micro avg,0.3891694725028058,0.3891694725028058,0.3891694725028058,3564.0
macro avg,0.3356918225366918,0.4093713196367734,0.3891694725028058,3564.0
weighted avg,0.3356918225366918,0.4093713196367735,0.3891694725028058,3564.0
