,f1-score,precision,recall,support
aluminum_foil,0.004597701149425287,0.009009009009009009,0.0030864197530864196,324.0
brown_bread,0.9501466275659824,0.9050279329608939,1.0,324.0
corduroy,0.7644927536231884,0.9254385964912281,0.6512345679012346,324.0
cork,0.6184971098265896,0.4495798319327731,0.9907407407407407,324.0
cotton,0.011976047904191616,0.2,0.006172839506172839,324.0
cracker,0.8470254957507083,0.7827225130890052,0.9228395061728395,324.0
lettuce leaf,0.35135135135135137,0.34210526315789475,0.3611111111111111,324.0
linen,0.055666003976143144,0.0782122905027933,0.043209876543209874,324.0
white_bread,0.27680311890838205,0.37566137566137564,0.2191358024691358,324.0
wood,0.06989247311827956,0.2708333333333333,0.040123456790123455,324.0
wool,0.4491333835719668,0.2971086739780658,0.9197530864197531,324.0
micro avg,0.46885521885521886,0.46885521885521886,0.46885521885521886,3564.0
macro avg,0.3999620060678371,0.4214271654651247,0.46885521885521886,3564.0
weighted avg,0.39996200606783716,0.42142716546512476,0.46885521885521886,3564.0
