,f1-score,precision,recall,support
aluminum_foil,0.0038910505836575876,0.005263157894736842,0.0030864197530864196,324.0
brown_bread,0.7171492204899778,0.5609756097560976,0.9938271604938271,324.0
corduroy,0.7352380952380952,0.9601990049751243,0.595679012345679,324.0
cork,0.644,0.47633136094674555,0.9938271604938271,324.0
cotton,0.012158054711246199,0.4,0.006172839506172839,324.0
cracker,0.4570552147239264,0.45426829268292684,0.45987654320987653,324.0
lettuce leaf,0.022727272727272728,0.023972602739726026,0.021604938271604937,324.0
linen,0.08579088471849866,0.32653061224489793,0.04938271604938271,324.0
white_bread,0.39751552795031053,0.6037735849056604,0.2962962962962963,324.0
wood,0.023769100169779286,0.026415094339622643,0.021604938271604937,324.0
wool,0.43516100957354215,0.30303030303030304,0.7716049382716049,324.0
micro avg,0.382996632996633,0.382996632996633,0.382996632996633,3564.0
macro avg,0.3213141300805733,0.3764326930468947,0.382996632996633,3564.0
weighted avg,0.3213141300805733,0.3764326930468947,0.382996632996633,3564.0
