,f1-score,precision,recall,support
aluminum_foil,0.0045871559633027525,0.008928571428571428,0.0030864197530864196,324.0
brown_bread,0.9288824383164006,0.8767123287671232,0.9876543209876543,324.0
corduroy,0.6257197696737045,0.8274111675126904,0.5030864197530864,324.0
cork,0.6758767268862912,0.5153970826580226,0.9814814814814815,324.0
cotton,0.023188405797101446,0.19047619047619047,0.012345679012345678,324.0
cracker,0.6048237476808904,0.7581395348837209,0.5030864197530864,324.0
lettuce leaf,0.32160804020100503,0.3516483516483517,0.2962962962962963,324.0
linen,0.010416666666666666,0.03333333333333333,0.006172839506172839,324.0
white_bread,0.508532423208191,0.5687022900763359,0.45987654320987653,324.0
wood,0.05087440381558028,0.05245901639344262,0.04938271604938271,324.0
wool,0.4202600958247775,0.2700087950747581,0.9475308641975309,324.0
accuracy,0.4318181818181818,0.4318181818181818,0.4318181818181818,0.4318181818181818
macro avg,0.37952453400308284,0.4048378783865946,0.4318181818181818,3564.0
weighted avg,0.3795245340030828,0.4048378783865946,0.4318181818181818,3564.0
