,f1-score,precision,recall,support
banded,0.45569620253164556,0.46153846153846156,0.45,40.0
blotchy,0.05063291139240506,0.05128205128205128,0.05,40.0
braided,0.075,0.075,0.075,40.0
bubbly,0.1917808219178082,0.21212121212121213,0.175,40.0
bumpy,0.09090909090909093,0.11538461538461539,0.075,40.0
chequered,0.2823529411764706,0.26666666666666666,0.3,40.0
cobwebbed,0.13698630136986303,0.15151515151515152,0.125,40.0
cracked,0.12765957446808512,0.1111111111111111,0.15,40.0
crosshatched,0.0655737704918033,0.09523809523809523,0.05,40.0
crystalline,0.10526315789473684,0.17647058823529413,0.075,40.0
dotted,0.30588235294117644,0.28888888888888886,0.325,40.0
fibrous,0.14893617021276598,0.12962962962962962,0.175,40.0
flecked,0.2954545454545454,0.2708333333333333,0.325,40.0
freckled,0.23333333333333334,0.35,0.175,40.0
frilly,0.21333333333333332,0.22857142857142856,0.2,40.0
gauzy,0.3695652173913044,0.3269230769230769,0.425,40.0
grid,0.08571428571428572,0.1,0.075,40.0
grooved,0.14814814814814814,0.14634146341463414,0.15,40.0
honeycombed,0.11363636363636363,0.10416666666666667,0.125,40.0
interlaced,0.03669724770642201,0.028985507246376812,0.05,40.0
knitted,0.05479452054794521,0.06060606060606061,0.05,40.0
lacelike,0.17777777777777778,0.12631578947368421,0.3,40.0
lined,0.3902439024390244,0.38095238095238093,0.4,40.0
marbled,0.12987012987012989,0.13513513513513514,0.125,40.0
matted,0.1971830985915493,0.22580645161290322,0.175,40.0
meshed,0.19819819819819817,0.15492957746478872,0.275,40.0
paisley,0.29126213592233,0.23809523809523808,0.375,40.0
perforated,0.11235955056179775,0.10204081632653061,0.125,40.0
pitted,0.07894736842105263,0.08333333333333333,0.075,40.0
pleated,0.27272727272727276,0.34615384615384615,0.225,40.0
polka−dotted,0.20253164556962025,0.20512820512820512,0.2,40.0
porous,0.03389830508474576,0.05263157894736842,0.025,40.0
potholed,0.4444444444444445,0.43902439024390244,0.45,40.0
scaly,0.10526315789473685,0.1111111111111111,0.1,40.0
smeared,0.06779661016949153,0.10526315789473684,0.05,40.0
spiralled,0.07792207792207792,0.08108108108108109,0.075,40.0
sprinkled,0.07317073170731707,0.07142857142857142,0.075,40.0
stained,0.18666666666666665,0.2,0.175,40.0
stratified,0.3023255813953488,0.2826086956521739,0.325,40.0
striped,0.42666666666666664,0.45714285714285713,0.4,40.0
studded,0.4358974358974359,0.4473684210526316,0.425,40.0
swirly,0.02985074626865672,0.037037037037037035,0.025,40.0
veined,0.2631578947368421,0.2777777777777778,0.25,40.0
waffled,0.3333333333333333,0.3181818181818182,0.35,40.0
woven,0.12345679012345678,0.12195121951219512,0.125,40.0
wrinkled,0.16438356164383564,0.18181818181818182,0.15,40.0
zigzagged,0.15,0.15,0.15,40.0
micro avg,0.1920212765957447,0.1920212765957447,0.1920212765957447,1880.0
macro avg,0.18844011435330515,0.19326788682830306,0.1920212765957447,1880.0
weighted avg,0.18844011435330513,0.19326788682830304,0.1920212765957447,1880.0
