,f1-score,precision,recall,support
aluminum_foil,0.004597701149425287,0.009009009009009009,0.0030864197530864196,324.0
brown_bread,0.801980198019802,0.6694214876033058,1.0,324.0
corduroy,0.722753346080306,0.949748743718593,0.5833333333333334,324.0
cork,0.5881278538812785,0.4176394293125811,0.9938271604938271,324.0
cotton,0.0,0.0,0.0,324.0
cracker,0.4811188811188812,0.4398976982097187,0.5308641975308642,324.0
lettuce leaf,0.023210831721470017,0.031088082901554404,0.018518518518518517,324.0
linen,0.06916426512968299,0.5217391304347826,0.037037037037037035,324.0
white_bread,0.3651115618661258,0.5325443786982249,0.2777777777777778,324.0
wood,0.022346368715083796,0.028169014084507043,0.018518518518518517,324.0
wool,0.43993993993993996,0.2906746031746032,0.904320987654321,324.0
micro avg,0.39702581369248036,0.39702581369248036,0.39702581369248036,3564.0
macro avg,0.3198500861474542,0.35363014337698906,0.39702581369248036,3564.0
weighted avg,0.3198500861474541,0.353630143376989,0.39702581369248036,3564.0
