,f1-score,precision,recall,support
aluminum_foil,0.4023845007451565,0.38904899135446686,0.4166666666666667,324.0
brown_bread,0.8518518518518519,0.7453703703703703,0.9938271604938271,324.0
corduroy,0.7086007702182285,0.6065934065934065,0.8518518518518519,324.0
cork,0.6761565836298933,0.5491329479768786,0.8796296296296297,324.0
cotton,0.12590799031476999,0.29213483146067415,0.08024691358024691,324.0
cracker,0.7154742096505824,0.776173285198556,0.6635802469135802,324.0
lettuce leaf,0.12376237623762376,0.3125,0.07716049382716049,324.0
linen,0.4463276836158192,0.4114583333333333,0.4876543209876543,324.0
white_bread,0.13636363636363638,0.375,0.08333333333333333,324.0
wood,0.5237449118046132,0.46731234866828086,0.595679012345679,324.0
wool,0.5731707317073171,0.4737903225806452,0.7253086419753086,324.0
micro avg,0.5322671156004489,0.5322671156004489,0.5322671156004489,3564.0
macro avg,0.48034047692177195,0.49077407613969193,0.5322671156004488,3564.0
weighted avg,0.480340476921772,0.490774076139692,0.5322671156004489,3564.0
