,f1-score,precision,recall,support
banded,0.38554216867469876,0.37209302325581395,0.4,40.0
blotchy,0.10169491525423728,0.15789473684210525,0.075,40.0
braided,0.05970149253731344,0.07407407407407407,0.05,40.0
bubbly,0.08333333333333334,0.25,0.05,40.0
bumpy,0.0,0.0,0.0,40.0
chequered,0.4675324675324675,0.4864864864864865,0.45,40.0
cobwebbed,0.3232323232323232,0.2711864406779661,0.4,40.0
cracked,0.1935483870967742,0.16981132075471697,0.225,40.0
crosshatched,0.13043478260869565,0.5,0.075,40.0
crystalline,0.24719101123595505,0.22448979591836735,0.275,40.0
dotted,0.2545454545454545,0.2,0.35,40.0
fibrous,0.05194805194805195,0.05405405405405406,0.05,40.0
flecked,0.1702127659574468,0.14814814814814814,0.2,40.0
freckled,0.2608695652173913,0.23076923076923078,0.3,40.0
frilly,0.1917808219178082,0.21212121212121213,0.175,40.0
gauzy,0.30769230769230765,0.23376623376623376,0.45,40.0
grid,0.0,0.0,0.0,40.0
grooved,0.05128205128205128,0.05263157894736842,0.05,40.0
honeycombed,0.10126582278481013,0.10256410256410256,0.1,40.0
interlaced,0.08695652173913043,0.07692307692307693,0.1,40.0
knitted,0.0,0.0,0.0,40.0
lacelike,0.16931216931216933,0.10738255033557047,0.4,40.0
lined,0.4571428571428572,0.36923076923076925,0.6,40.0
marbled,0.06451612903225806,0.09090909090909091,0.05,40.0
matted,0.11764705882352941,0.0967741935483871,0.15,40.0
meshed,0.12048192771084337,0.11627906976744186,0.125,40.0
paisley,0.2111111111111111,0.1357142857142857,0.475,40.0
perforated,0.0655737704918033,0.09523809523809523,0.05,40.0
pitted,0.0,0.0,0.0,40.0
pleated,0.20338983050847456,0.3157894736842105,0.15,40.0
polka−dotted,0.03125,0.041666666666666664,0.025,40.0
porous,0.15789473684210525,0.16666666666666666,0.15,40.0
potholed,0.3087248322147651,0.21100917431192662,0.575,40.0
scaly,0.1176470588235294,0.2727272727272727,0.075,40.0
smeared,0.1791044776119403,0.2222222222222222,0.15,40.0
spiralled,0.03333333333333333,0.05,0.025,40.0
sprinkled,0.03508771929824561,0.058823529411764705,0.025,40.0
stained,0.07843137254901962,0.18181818181818182,0.05,40.0
stratified,0.2298850574712644,0.2127659574468085,0.25,40.0
striped,0.27027027027027023,0.29411764705882354,0.25,40.0
studded,0.20454545454545456,0.1875,0.225,40.0
swirly,0.06451612903225806,0.09090909090909091,0.05,40.0
veined,0.2891566265060241,0.27906976744186046,0.3,40.0
waffled,0.3106796116504854,0.25396825396825395,0.4,40.0
woven,0.18918918918918917,0.20588235294117646,0.175,40.0
wrinkled,0.0,0.0,0.0,40.0
zigzagged,0.15873015873015875,0.21739130434782608,0.125,40.0
micro avg,0.1835106382978723,0.18351063829787234,0.18351063829787234,1880.0
macro avg,0.1603486197189647,0.17214615173764572,0.18351063829787234,1880.0
weighted avg,0.16034861971896464,0.17214615173764578,0.18351063829787234,1880.0
