,f1-score,precision,recall,support
banded,0.28169014084507044,0.3225806451612903,0.25,40.0
blotchy,0.05333333333333333,0.05714285714285714,0.05,40.0
braided,0.0,0.0,0.0,40.0
bubbly,0.10526315789473685,0.1111111111111111,0.1,40.0
bumpy,0.027027027027027025,0.029411764705882353,0.025,40.0
chequered,0.1081081081081081,0.11764705882352941,0.1,40.0
cobwebbed,0.125,0.125,0.125,40.0
cracked,0.028169014084507043,0.03225806451612903,0.025,40.0
crosshatched,0.11940298507462688,0.14814814814814814,0.1,40.0
crystalline,0.047058823529411764,0.044444444444444446,0.05,40.0
dotted,0.08571428571428572,0.1,0.075,40.0
fibrous,0.1098901098901099,0.09803921568627451,0.125,40.0
flecked,0.2105263157894737,0.2222222222222222,0.2,40.0
freckled,0.2894736842105263,0.3055555555555556,0.275,40.0
frilly,0.11111111111111112,0.125,0.1,40.0
gauzy,0.39603960396039606,0.32786885245901637,0.5,40.0
grid,0.18604651162790697,0.17391304347826086,0.2,40.0
grooved,0.029411764705882353,0.03571428571428571,0.025,40.0
honeycombed,0.05128205128205128,0.05263157894736842,0.05,40.0
interlaced,0.07058823529411765,0.06666666666666667,0.075,40.0
knitted,0.13559322033898305,0.21052631578947367,0.1,40.0
lacelike,0.12280701754385967,0.0945945945945946,0.175,40.0
lined,0.19298245614035087,0.14864864864864866,0.275,40.0
marbled,0.0759493670886076,0.07692307692307693,0.075,40.0
matted,0.19565217391304346,0.17307692307692307,0.225,40.0
meshed,0.052631578947368425,0.05555555555555555,0.05,40.0
paisley,0.0625,0.05357142857142857,0.075,40.0
perforated,0.08421052631578947,0.07272727272727272,0.1,40.0
pitted,0.11764705882352941,0.1111111111111111,0.125,40.0
pleated,0.030303030303030307,0.038461538461538464,0.025,40.0
polka−dotted,0.11904761904761904,0.11363636363636363,0.125,40.0
porous,0.09523809523809525,0.09090909090909091,0.1,40.0
potholed,0.33333333333333337,0.34210526315789475,0.325,40.0
scaly,0.125,0.16666666666666666,0.1,40.0
smeared,0.15384615384615385,0.2,0.125,40.0
spiralled,0.04878048780487805,0.047619047619047616,0.05,40.0
sprinkled,0.05000000000000001,0.05,0.05,40.0
stained,0.17073170731707316,0.16666666666666666,0.175,40.0
stratified,0.10526315789473685,0.1111111111111111,0.1,40.0
striped,0.27368421052631575,0.23636363636363636,0.325,40.0
studded,0.19148936170212766,0.16666666666666666,0.225,40.0
swirly,0.08219178082191782,0.09090909090909091,0.075,40.0
veined,0.271604938271605,0.2682926829268293,0.275,40.0
waffled,0.2558139534883721,0.2391304347826087,0.275,40.0
woven,0.1388888888888889,0.15625,0.125,40.0
wrinkled,0.030769230769230767,0.04,0.025,40.0
zigzagged,0.07228915662650602,0.06976744186046512,0.075,40.0
micro avg,0.1324468085106383,0.1324468085106383,0.1324468085106383,1880.0
macro avg,0.12815712273349147,0.1295031094365703,0.13244680851063834,1880.0
weighted avg,0.12815712273349145,0.12950310943657029,0.1324468085106383,1880.0
