,f1-score,precision,recall,support
aluminum_foil,0.62890625,0.46,0.9938271604938271,324.0
brown_bread,0.7076222980659841,0.5603603603603604,0.9598765432098766,324.0
corduroy,0.1607717041800643,0.16778523489932887,0.15432098765432098,324.0
cork,0.41275797373358347,0.5263157894736842,0.3395061728395062,324.0
cotton,0.15831134564643798,0.5454545454545454,0.09259259259259259,324.0
cracker,0.49677419354838714,0.5202702702702703,0.47530864197530864,324.0
lettuce leaf,0.958139534883721,0.9626168224299065,0.9537037037037037,324.0
linen,0.32339089481946626,0.329073482428115,0.31790123456790126,324.0
white_bread,0.7685459940652819,0.74,0.7993827160493827,324.0
wood,0.8377952755905512,0.8553054662379421,0.8209876543209876,324.0
wool,0.020833333333333332,0.03205128205128205,0.015432098765432098,324.0
micro avg,0.5384399551066218,0.5384399551066218,0.5384399551066218,3564.0
macro avg,0.4976226179878918,0.5181121139641305,0.5384399551066218,3564.0
weighted avg,0.49762261798789187,0.5181121139641305,0.5384399551066218,3564.0
