,f1-score,precision,recall,support
aluminum_foil,0.004608294930875576,0.00909090909090909,0.0030864197530864196,324.0
brown_bread,0.9145299145299146,0.8492063492063492,0.9907407407407407,324.0
corduroy,0.6837294332723949,0.8385650224215246,0.5771604938271605,324.0
cork,0.6564729867482161,0.4901065449010654,0.9938271604938271,324.0
cotton,0.011976047904191616,0.2,0.006172839506172839,324.0
cracker,0.8155038759689923,0.8193146417445483,0.8117283950617284,324.0
lettuce leaf,0.35294117647058826,0.3639344262295082,0.3425925925925926,324.0
linen,0.11111111111111112,0.1388888888888889,0.09259259259259259,324.0
white_bread,0.379965457685665,0.43137254901960786,0.3395061728395062,324.0
wood,0.0636604774535809,0.22641509433962265,0.037037037037037035,324.0
wool,0.45588235294117646,0.29922779922779924,0.9567901234567902,324.0
micro avg,0.46829405162738497,0.46829405162738497,0.46829405162738497,3564.0
macro avg,0.40458010263788236,0.42419292955180216,0.468294051627385,3564.0
weighted avg,0.4045801026378824,0.42419292955180216,0.46829405162738497,3564.0
