,f1-score,precision,recall,support
aluminum_foil,0.576886341929322,0.41770401106500693,0.9320987654320988,324.0
brown_bread,0.09923664122137404,0.13,0.08024691358024691,324.0
corduroy,0.0322180916976456,0.026915113871635612,0.040123456790123455,324.0
cork,0.3177892918825561,0.3607843137254902,0.2839506172839506,324.0
cotton,0.4360699865410498,0.38663484486873506,0.5,324.0
cracker,0.358148893360161,0.5144508670520231,0.27469135802469136,324.0
lettuce leaf,0.8020833333333333,0.6936936936936937,0.9506172839506173,324.0
linen,0.0,0.0,0.0,324.0
white_bread,0.7365439093484418,0.680628272251309,0.8024691358024691,324.0
wood,0.5084745762711865,0.5639097744360902,0.46296296296296297,324.0
wool,0.0,0.0,0.0,324.0
micro avg,0.39337822671156,0.39337822671156003,0.39337822671156003,3564.0
macro avg,0.3515864605077337,0.3431564446330894,0.39337822671156003,3564.0
weighted avg,0.3515864605077337,0.3431564446330894,0.39337822671156003,3564.0
