,f1-score,precision,recall,support
aluminum_foil,0.009195402298850575,0.018018018018018018,0.006172839506172839,324.0
brown_bread,0.8948106591865358,0.8200514138817481,0.9845679012345679,324.0
corduroy,0.8014571948998179,0.9777777777777777,0.6790123456790124,324.0
cork,0.6222222222222221,0.45288326300984527,0.9938271604938271,324.0
cotton,0.012084592145015104,0.2857142857142857,0.006172839506172839,324.0
cracker,0.8305084745762712,0.765625,0.9074074074074074,324.0
lettuce leaf,0.4040747028862479,0.4490566037735849,0.36728395061728397,324.0
linen,0.12648221343873517,0.17582417582417584,0.09876543209876543,324.0
white_bread,0.27586206896551724,0.36363636363636365,0.2222222222222222,324.0
wood,0.061111111111111116,0.3055555555555556,0.033950617283950615,324.0
wool,0.4521739130434782,0.29545454545454547,0.9629629629629629,324.0
micro avg,0.4783950617283951,0.4783950617283951,0.4783950617283951,3564.0
macro avg,0.4081802322521639,0.4463270002405364,0.47839506172839513,3564.0
weighted avg,0.4081802322521639,0.4463270002405364,0.4783950617283951,3564.0
