,f1-score,precision,recall,support
aluminum_foil,0.20671834625322996,0.17777777777777778,0.24691358024691357,324.0
brown_bread,0.8264900662251655,0.7238979118329466,0.9629629629629629,324.0
corduroy,0.6764705882352942,0.5609756097560976,0.8518518518518519,324.0
cork,0.600577478344562,0.43636363636363634,0.9629629629629629,324.0
cotton,0.0,0.0,0.0,324.0
cracker,0.32621359223300966,0.4397905759162304,0.25925925925925924,324.0
lettuce leaf,0.2550143266475645,0.23796791443850268,0.27469135802469136,324.0
linen,0.005277044854881266,0.01818181818181818,0.0030864197530864196,324.0
white_bread,0.3322475570032573,0.35172413793103446,0.3148148148148148,324.0
wood,0.5548902195608784,0.7853107344632768,0.42901234567901236,324.0
wool,0.3352826510721248,0.455026455026455,0.2654320987654321,324.0
micro avg,0.4155443322109989,0.4155443322109989,0.4155443322109989,3564.0
macro avg,0.37447107912999705,0.3806378701534342,0.4155443322109989,3564.0
weighted avg,0.3744710791299971,0.38063787015343414,0.4155443322109989,3564.0
