,f1-score,precision,recall,support
aluminum_foil,0.2970027247956404,0.2658536585365854,0.33641975308641975,324.0
brown_bread,0.75527950310559,0.632016632016632,0.9382716049382716,324.0
corduroy,0.6394052044609666,0.5341614906832298,0.7962962962962963,324.0
cork,0.6381059751972942,0.5026642984014209,0.8734567901234568,324.0
cotton,0.34090909090909094,0.4411764705882353,0.2777777777777778,324.0
cracker,0.653225806451613,0.9418604651162791,0.5,324.0
lettuce leaf,0.14770459081836326,0.20903954802259886,0.11419753086419752,324.0
linen,0.3822525597269624,0.42748091603053434,0.345679012345679,324.0
white_bread,0.01639344262295082,0.07142857142857142,0.009259259259259259,324.0
wood,0.4741641337386018,0.46706586826347307,0.48148148148148145,324.0
wool,0.6157894736842106,0.536697247706422,0.7222222222222222,324.0
accuracy,0.4904601571268238,0.4904601571268238,0.4904601571268238,0.4904601571268238
macro avg,0.450930227773753,0.457222287890362,0.4904601571268239,3564.0
weighted avg,0.450930227773753,0.45722228789036207,0.4904601571268238,3564.0
